lgb_mean_auroc,lgb_std_auroc,xgb_mean_auroc,xgb_std_auroc,ensemble_10model_auroc,ensemble_10model_auprc,ensemble_10model_f1,ensemble_10model_mcc,ece_before_platt,ece_after_platt,leakage_val_n,leakage_test_n,ad_q1_auroc,ad_q2_auroc,ad_q3_auroc,ad_q4_auroc,conf_filter_80pct_auroc
0.9395177956371986,0.005430100253354689,0.9364133180252583,0.0031258984216838326,0.939288174512055,0.7508311240469758,0.7086614173228346,0.6539632729137037,0.041887996972072156,0.0542322952007503,22,22,0.9654631083202512,0.9833333333333334,0.9227181878747501,0.8638694638694638,0.9373401534526854
